NPA/PLZ;PLZ_NAME;NAME;KT;MedStat;empty;empty2
3935;3935 Bürchen;Bürchen;VS;VS06;;
3936;3936 St. German;St. German;VS;VS06;;
3937;3937 Baltschieder;Baltschieder;VS;VS09;;
3938;3938 Ausserberg;Ausserberg;VS;VS06;;
3939;3939 Eggerberg;Eggerberg;VS;VS09;;
3940;3940 Steg VS;Steg VS;VS;VS06;;
3942;3942 Raron;Raron;VS;VS06;;
3943;3943 Eischoll;Eischoll;VS;VS06;;
3944;3944 Unterbäch VS;Unterbäch VS;VS;VS06;;
3945;3945 Gampel;Gampel;VS;VS10;;
3946;3946 Turtmann;Turtmann;VS;VS10;;
3947;3947 Ergisch;Ergisch;VS;VS10;;
3948;3948 Unterems;Unterems;VS;VS10;;
3949;3949 Hohtenn;Hohtenn;VS;VS06;;
3951;3951 Agarn;Agarn;VS;VS10;;
3952;3952 Susten;Susten;VS;VS10;;
3953;3953 Leuk Stadt;Leuk Stadt;VS;VS11;;
3954;3954 Leukerbad;Leukerbad;VS;VS11;;
3955;3955 Albinen;Albinen;VS;VS11;;
3956;3956 Guttet-Feschel;Guttet-Feschel;VS;VS11;;
3957;3957 Erschmatt;Erschmatt;VS;VS10;;
3960;3960 Sierre;Sierre;VS;VS13;;
3961;3961 Vissoie;Vissoie;VS;VS14;;
3962;3962 Montana-Vermala;Montana-Vermala;VS;VS15;;
3963;3963 Crans-Montana;Crans-Montana;VS;VS15;;
3964;3964 Muraz (Sierre);Muraz (Sierre);VS;VS13;;
3965;3965 Chippis;Chippis;VS;VS13;;
3966;3966 Chalais;Chalais;VS;VS12;;
3967;3967 Vercorin;Vercorin;VS;VS12;;
3968;3968 Veyras;Veyras;VS;VS16;;
3969;3969 Varen;Varen;VS;VS11;;
3970;3970 Salgesch;Salgesch;VS;VS11;;
3971;3971 Chermignon;Chermignon;VS;VS12;;
3972;3972 Miège;Miège;VS;VS16;;
3973;3973 Venthône;Venthône;VS;VS16;;
3974;3974 Mollens VS;Mollens VS;VS;VS16;;
3975;3975 Randogne;Randogne;VS;VS16;;
3976;3976 Noës;Noës;VS;VS13;;
3977;3977 Granges VS;Granges VS;VS;VS12;;
3978;3978 Flanthey;Flanthey;VS;VS12;;
3979;3979 Grône;Grône;VS;VS12;;
3981;3981 Brig Ausgänge;Brig Ausgänge;VS;VS02;;
3982;3982 Bitsch;Bitsch;VS;VS04;;
3983;3983 Mörel;Mörel;VS;VS04;;
3984;3984 Fiesch;Fiesch;VS;VS01;;
3985;3985 Münster VS;Münster VS;VS;VS01;;
3986;3986 Ried-Mörel;Ried-Mörel;VS;VS04;;
3987;3987 Riederalp;Riederalp;VS;VS04;;
3988;3988 Ulrichen;Ulrichen;VS;VS01;;
3989;3989 Biel VS;Biel VS;VS;VS01;;
3991;3991 Betten;Betten;VS;VS04;;
3992;3992 Bettmeralp;Bettmeralp;VS;VS04;;
3993;3993 Grengiols;Grengiols;VS;VS01;;
3994;3994 Lax;Lax;VS;VS01;;
3995;3995 Ernen;Ernen;VS;VS01;;
3996;3996 Binn;Binn;VS;VS01;;
3997;3997 Bellwald;Bellwald;VS;VS01;;
3998;3998 Reckingen VS;Reckingen VS;VS;VS01;;
3999;3999 Oberwald;Oberwald;VS;VS01;;
4000;4000 Basel;Basel;BS;BS01;;
4001;4001 Basel;Basel;BS;BS01;;
4002;4002 Basel 2 Annahme;Basel 2 Annahme;BS;BS01;;
4003;4003 Basel;Basel;BS;BS01;;
4004;4004 Basel;Basel;BS;BS06;;
4005;4005 Basel;Basel;BS;BS08;;
4006;4006 Basel;Basel;BS;BS02;;
4007;4007 Basel;Basel;BS;BS07;;
4008;4008 Basel 8 Margarethen;Basel 8 Margarethen;BS;BS03;;
4009;4009 Basel;Basel;BS;BS05;;
4010;4010 Basel;Basel;BS;BS01;;
4011;4011 Basel;Basel;BS;BS04;;
4012;4012 Basel;Basel;BS;BS05;;
4013;4013 Basel;Basel;BS;BS06;;
4015;4015 Basel;Basel;BS;BS04;;
4016;4016 Basel;Basel;BS;BS08;;
4017;4017 Basel;Basel;BS;BS01;;
4018;4018 Basel;Basel;BS;BS03;;
4019;4019 Basel;Basel;BS;BS07;;
4020;4020 Basel;Basel;BS;BS02;;
4021;4021 Basel;Basel;BS;BS08;;
4023;4023 Basel;Basel;BL;BL10;;
4024;4024 Basel;Basel;BS;BS09;;
4025;4025 Basel;Basel;BS;BS06;;
4027;4027 Basel;Basel;BS;BS04;;
4028;4028 Basel;Basel;BS;BS02;;
4030;4030 Basel;Basel;BS;BS06;;
4031;4031 Basel;Basel;BS;BS01;;
4032;4032 Basel;Basel;BS;BS08;;
4033;4033 Basel 33 Novartis;Basel 33 Novartis;BS;BS06;;
4034;4034 Basel 34 Breite;Basel 34 Breite;BS;BS02;;
4035;4035 Basel 35 Bäumlihof;Basel 35 Bäumlihof;BS;BS08;;
4039;4039 Basel;Basel;BS;BS01;;
4040;4040 Basel;Basel;BS;BS01;;
4041;4041 Basel UBS;Basel UBS;BS;BS01;;
4042;4042 Basel PF Operations Center;Basel PF Operations Center;BS;BS01;;
4051;4051 Basel;Basel;BS;BS01;;
4052;4052 Basel;Basel;BS;BS02;;
4053;4053 Basel;Basel;BS;BS03;;
4054;4054 Basel;Basel;BS;BS04;;
4055;4055 Basel;Basel;BS;BS05;;
4056;4056 Basel;Basel;BS;BS06;;
4057;4057 Basel;Basel;BS;BS07;;
4058;4058 Basel;Basel;BS;BS08;;
4059;4059 Basel;Basel;BS;BS09;;
4060;4060 Basel Kleinbasel Zustellung;Basel Kleinbasel Zustellung;BS;BS08;;
4065;4065 Basel SBB Cargo AG;Basel SBB Cargo AG;BS;BS02;;
4070;4070 Basel;Basel;BS;BS08;;
4075;4075 Basel;Basel;BS;BS01;;
4078;4078 Basel Reader's Digest;Basel Reader's Digest;BS;BS01;;
4080;4080 Basel;Basel;BS;BS01;;
4081;4081 Basel SPI AS1;Basel SPI AS1;BS;BS01;;
4082;4082 Basel SPI AS2;Basel SPI AS2;BS;BS01;;
4083;4083 Basel;Basel;BS;BS01;;
4084;4084 Basel;Basel;BS;BS01;;
4085;4085 Basel;Basel;BS;BS01;;
4086;4086 Basel;Basel;BS;BS01;;
4087;4087 Basel;Basel;BS;BS01;;
4088;4088 Basel;Basel;BS;BS01;;
4089;4089 Basel SPILOG;Basel SPILOG;BS;BS01;;
4091;4091 Basel;Basel;BS;BS01;;
4092;4092 Basel SPI AS 22;Basel SPI AS 22;BS;BS01;;
4093;4093 Basel SPI AS 23;Basel SPI AS 23;BS;BS01;;
4094;4094 Basel SPI AS 24;Basel SPI AS 24;BS;BS01;;
4095;4095 Basel SPI AS 25;Basel SPI AS 25;BS;BS01;;
4096;4096 Basel SPI AS 26;Basel SPI AS 26;BS;BS01;;
4101;4101 Bruderholz;Bruderholz;BL;BL03;;
4102;4102 Binningen;Binningen;BL;BL03;;
4103;4103 Bottmingen;Bottmingen;BL;BL04;;
4104;4104 Oberwil BL;Oberwil BL;BL;BL04;;
4105;4105 Biel-Benken BL;Biel-Benken BL;BL;BL05;;
4106;4106 Therwil;Therwil;BL;BL05;;
4107;4107 Ettingen;Ettingen;BL;BL05;;
4108;4108 Witterswil;Witterswil;SO;SO03;;
4112;4112 Bättwil;Bättwil;SO;SO03;;
4114;4114 Hofstetten SO;Hofstetten SO;SO;SO03;;
4115;4115 Mariastein;Mariastein;SO;SO03;;
4116;4116 Metzerlen;Metzerlen;SO;SO03;;
4117;4117 Burg im Leimental;Burg im Leimental;BL;BL01;;
4118;4118 Rodersdorf;Rodersdorf;SO;SO03;;
4123;4123 Allschwil;Allschwil;BL;BL06;;
4124;4124 Schönenbuch;Schönenbuch;BL;BL06;;
4125;4125 Riehen;Riehen;BS;BS10;;
4126;4126 Bettingen;Bettingen;BS;BS10;;
4127;4127 Birsfelden;Birsfelden;BL;BL07;;
4132;4132 Muttenz;Muttenz;BL;BL08;;
4133;4133 Pratteln;Pratteln;BL;BL09;;
4140;4140 Münchenstein Spengler AG;Münchenstein Spengler AG;BL;BL10;;
4142;4142 Münchenstein;Münchenstein;BL;BL10;;
4143;4143 Dornach;Dornach;SO;SO04;;
4144;4144 Arlesheim;Arlesheim;BL;BL11;;
4145;4145 Gempen;Gempen;SO;SO04;;
4146;4146 Hochwald;Hochwald;SO;SO04;;
4147;4147 Aesch BL;Aesch BL;BL;BL12;;
4148;4148 Pfeffingen;Pfeffingen;BL;BL12;;
4153;4153 Reinach BL;Reinach BL;BL;BL13;;
4202;4202 Duggingen;Duggingen;BL;BL02;;
4203;4203 Grellingen;Grellingen;BL;BL02;;
4204;4204 Himmelried;Himmelried;SO;SO05;;
4206;4206 Seewen SO;Seewen SO;SO;SO04;;
4207;4207 Bretzwil;Bretzwil;BL;BL14;;
4208;4208 Nunningen;Nunningen;SO;SO05;;
4222;4222 Zwingen;Zwingen;BL;BL02;;
4223;4223 Blauen;Blauen;BL;BL02;;
4224;4224 Nenzlingen;Nenzlingen;BL;BL02;;
4225;4225 Brislach;Brislach;BL;BL02;;
4226;4226 Breitenbach;Breitenbach;SO;SO05;;
4227;4227 Büsserach;Büsserach;SO;SO05;;
4228;4228 Erschwil;Erschwil;SO;SO05;;
4229;4229 Beinwil SO;Beinwil SO;SO;SO05;;
4232;4232 Fehren;Fehren;SO;SO05;;
4233;4233 Meltingen;Meltingen;SO;SO05;;
4234;4234 Zullwil;Zullwil;SO;SO05;;
4242;4242 Laufen;Laufen;BL;BL01;;
4243;4243 Dittingen;Dittingen;BL;BL01;;
4244;4244 Röschenz;Röschenz;BL;BL01;;
4245;4245 Kleinlützel;Kleinlützel;SO;SO03;;
4246;4246 Wahlen b. Laufen;Wahlen b. Laufen;BL;BL01;;
4247;4247 Grindel;Grindel;SO;SO05;;
4252;4252 Bärschwil;Bärschwil;SO;SO05;;
4253;4253 Liesberg;Liesberg;BL;BL01;;
4254;4254 Liesberg Dorf;Liesberg Dorf;BL;BL01;;
4302;4302 Augst BL;Augst BL;BL;BL09;;
4303;4303 Kaiseraugst;Kaiseraugst;AG;AG50;;
4304;4304 Giebenach;Giebenach;BL;BL15;;
4305;4305 Olsberg;Olsberg;AG;AG50;;
4310;4310 Rheinfelden;Rheinfelden;AG;AG51;;
4312;4312 Magden;Magden;AG;AG50;;
4313;4313 Möhlin;Möhlin;AG;AG52;;
4314;4314 Zeiningen;Zeiningen;AG;AG53;;
4315;4315 Zuzgen;Zuzgen;AG;AG53;;
4316;4316 Hellikon;Hellikon;AG;AG53;;
4317;4317 Wegenstetten;Wegenstetten;AG;AG53;;
4322;4322 Mumpf;Mumpf;AG;AG53;;
4323;4323 Wallbach;Wallbach;AG;AG53;;
4324;4324 Obermumpf;Obermumpf;AG;AG53;;
4325;4325 Schupfart;Schupfart;AG;AG53;;
4332;4332 Stein AG;Stein AG;AG;AG54;;
4333;4333 Münchwilen AG;Münchwilen AG;AG;AG54;;
4334;4334 Sisseln AG;Sisseln AG;AG;AG54;;
4402;4402 Frenkendorf;Frenkendorf;BL;BL15;;
4410;4410 Liestal;Liestal;BL;BL16;;
4411;4411 Seltisberg;Seltisberg;BL;BL17;;
4412;4412 Nuglar;Nuglar;SO;SO04;;
4413;4413 Büren SO;Büren SO;SO;SO04;;
4414;4414 Füllinsdorf;Füllinsdorf;BL;BL15;;
4415;4415 Lausen;Lausen;BL;BL18;;
4416;4416 Bubendorf;Bubendorf;BL;BL17;;
4417;4417 Ziefen;Ziefen;BL;BL14;;
4418;4418 Reigoldswil;Reigoldswil;BL;BL14;;
4419;4419 Lupsingen;Lupsingen;BL;BL17;;
4421;4421 St. Pantaleon;St. Pantaleon;SO;SO04;;
4422;4422 Arisdorf;Arisdorf;BL;BL15;;
4423;4423 Hersberg;Hersberg;BL;BL19;;
4424;4424 Arboldswil;Arboldswil;BL;BL14;;
4425;4425 Titterten;Titterten;BL;BL14;;
4426;4426 Lauwil;Lauwil;BL;BL14;;
4431;4431 Bennwil;Bennwil;BL;BL22;;
4432;4432 Lampenberg;Lampenberg;BL;BL17;;
4433;4433 Ramlinsburg;Ramlinsburg;BL;BL17;;
4434;4434 Hölstein;Hölstein;BL;BL20;;
4435;4435 Niederdorf;Niederdorf;BL;BL20;;
4436;4436 Oberdorf BL;Oberdorf BL;BL;BL20;;
4437;4437 Waldenburg;Waldenburg;BL;BL20;;
4438;4438 Langenbruck;Langenbruck;BL;BL20;;
4441;4441 Thürnen;Thürnen;BL;BL21;;
4442;4442 Diepflingen;Diepflingen;BL;BL21;;
4443;4443 Wittinsburg;Wittinsburg;BL;BL21;;
4444;4444 Rümlingen;Rümlingen;BL;BL21;;
4445;4445 Häfelfingen;Häfelfingen;BL;BL21;;
4446;4446 Buckten;Buckten;BL;BL21;;
4447;4447 Känerkinden;Känerkinden;BL;BL21;;
4448;4448 Läufelfingen;Läufelfingen;BL;BL21;;
4450;4450 Sissach;Sissach;BL;BL18;;
4451;4451 Wintersingen;Wintersingen;BL;BL19;;
4452;4452 Itingen;Itingen;BL;BL18;;
4453;4453 Nusshof;Nusshof;BL;BL19;;
4455;4455 Zunzgen;Zunzgen;BL;BL22;;
4456;4456 Tenniken;Tenniken;BL;BL22;;
4457;4457 Diegten;Diegten;BL;BL22;;
4458;4458 Eptingen;Eptingen;BL;BL22;;
4460;4460 Gelterkinden;Gelterkinden;BL;BL23;;
4461;4461 Böckten;Böckten;BL;BL23;;
4462;4462 Rickenbach BL;Rickenbach BL;BL;BL19;;
4463;4463 Buus;Buus;BL;BL19;;
4464;4464 Maisprach;Maisprach;BL;BL19;;
4465;4465 Hemmiken;Hemmiken;BL;BL19;;
4466;4466 Ormalingen;Ormalingen;BL;BL19;;
4467;4467 Rothenfluh;Rothenfluh;BL;BL19;;
4468;4468 Kienberg;Kienberg;SO;SO06;;
4469;4469 Anwil;Anwil;BL;BL19;;
4492;4492 Tecknau;Tecknau;BL;BL23;;
4493;4493 Wenslingen;Wenslingen;BL;BL23;;
4494;4494 Oltingen;Oltingen;BL;BL23;;
4495;4495 Zeglingen;Zeglingen;BL;BL23;;
4496;4496 Kilchberg BL;Kilchberg BL;BL;BL23;;
4497;4497 Rünenberg;Rünenberg;BL;BL23;;
4500;4500 Solothurn;Solothurn;SO;SO19;;
4501;4501 Solothurn Bahnhof;Solothurn Bahnhof;SO;SO19;;
4502;4502 Solothurn;Solothurn;SO;SO19;;
4503;4503 Solothurn;Solothurn;SO;SO19;;
4504;4504 Solothurn;Solothurn;SO;SO19;;
4509;4509 Solothurn;Solothurn;SO;SO19;;
4512;4512 Bellach;Bellach;SO;SO17;;
4513;4513 Langendorf;Langendorf;SO;SO20;;
4514;4514 Lommiswil;Lommiswil;SO;SO17;;
4515;4515 Oberdorf SO;Oberdorf SO;SO;SO20;;
4522;4522 Rüttenen;Rüttenen;SO;SO20;;
4523;4523 Niederwil SO;Niederwil SO;SO;SO20;;
4524;4524 Günsberg;Günsberg;SO;SO20;;
4525;4525 Balm b. Günsberg;Balm b. Günsberg;SO;SO20;;
4528;4528 Zuchwil;Zuchwil;SO;SO21;;
4532;4532 Feldbrunnen;Feldbrunnen;SO;SO20;;
4533;4533 Riedholz;Riedholz;SO;SO20;;
4534;4534 Flumenthal;Flumenthal;SO;SO20;;
4535;4535 Hubersdorf;Hubersdorf;SO;SO20;;
4536;4536 Attiswil;Attiswil;BE;BE49;;
4537;4537 Wiedlisbach;Wiedlisbach;BE;BE49;;
4538;4538 Oberbipp;Oberbipp;BE;BE49;;
4539;4539 Rumisberg;Rumisberg;BE;BE49;;
4542;4542 Luterbach;Luterbach;SO;SO22;;
4543;4543 Deitingen;Deitingen;SO;SO22;;
4551;4551 Derendingen Swisscom;Derendingen Swisscom;SO;SO23;;
4552;4552 Derendingen;Derendingen;SO;SO23;;
4553;4553 Subingen;Subingen;SO;SO22;;
4554;4554 Etziken;Etziken;SO;SO24;;
4556;4556 Aeschi SO;Aeschi SO;SO;SO24;;
4557;4557 Horriwil;Horriwil;SO;SO24;;
4558;4558 Hersiwil;Hersiwil;SO;SO24;;
4562;4562 Biberist;Biberist;SO;SO25;;
4563;4563 Gerlafingen;Gerlafingen;SO;SO23;;
4564;4564 Obergerlafingen;Obergerlafingen;SO;SO23;;
4565;4565 Recherswil;Recherswil;SO;SO24;;
4566;4566 Kriegstetten;Kriegstetten;SO;SO24;;
4571;4571 Lüterkofen;Lüterkofen;SO;SO18;;
4572;4572 Ammannsegg;Ammannsegg;SO;SO25;;
4573;4573 Lohn-Ammannsegg;Lohn-Ammannsegg;SO;SO25;;
4574;4574 Nennigkofen;Nennigkofen;SO;SO18;;
4576;4576 Tscheppach;Tscheppach;SO;SO18;;
4577;4577 Hessigkofen;Hessigkofen;SO;SO18;;
4578;4578 Bibern SO;Bibern SO;SO;SO18;;
4579;4579 Gossliwil;Gossliwil;SO;SO18;;
4581;4581 Küttigkofen;Küttigkofen;SO;SO18;;
4582;4582 Brügglen;Brügglen;SO;SO18;;
4583;4583 Mühledorf SO;Mühledorf SO;SO;SO18;;
4584;4584 Lüterswil;Lüterswil;SO;SO18;;
4585;4585 Biezwil;Biezwil;SO;SO18;;
4586;4586 Kyburg-Buchegg;Kyburg-Buchegg;SO;SO18;;
4587;4587 Aetingen;Aetingen;SO;SO18;;
4588;4588 Unterramsern;Unterramsern;SO;SO18;;
4600;4600 Olten;Olten;SO;SO07;;
4601;4601 Olten 1 Fächer;Olten 1 Fächer;SO;SO07;;
4603;4603 Olten 3 Stadt;Olten 3 Stadt;SO;SO07;;
4604;4604 Olten 4 Hammer;Olten 4 Hammer;SO;SO07;;
4605;4605 Olten;Olten;SO;SO07;;
4609;4609 Olten Sonderdienste;Olten Sonderdienste;SO;SO07;;
4611;4611 Härkingen Scanning-Center;Härkingen Scanning-Center;SO;SO09;;
4612;4612 Wangen b. Olten;Wangen b. Olten;SO;SO08;;
4613;4613 Rickenbach SO;Rickenbach SO;SO;SO08;;
4614;4614 Hägendorf;Hägendorf;SO;SO08;;
4615;4615 Allerheiligenberg;Allerheiligenberg;SO;SO08;;
4616;4616 Kappel SO;Kappel SO;SO;SO08;;
4617;4617 Gunzgen;Gunzgen;SO;SO09;;
4618;4618 Boningen;Boningen;SO;SO09;;
4620;4620 Härkingen Paketzentrum;Härkingen Paketzentrum;SO;SO09;;
4621;4621 Härkingen Briefzentrum;Härkingen Briefzentrum;SO;SO09;;
4622;4622 Egerkingen;Egerkingen;SO;SO09;;
4623;4623 Neuendorf;Neuendorf;SO;SO09;;
4624;4624 Härkingen;Härkingen;SO;SO09;;
4625;4625 Oberbuchsiten;Oberbuchsiten;SO;SO10;;
4626;4626 Niederbuchsiten;Niederbuchsiten;SO;SO10;;
4628;4628 Wolfwil;Wolfwil;SO;SO10;;
4629;4629 Fulenbach;Fulenbach;SO;SO09;;
4630;4630 Härkingen CALL;Härkingen CALL;SO;SO09;;
4632;4632 Trimbach;Trimbach;SO;SO11;;
4633;4633 Hauenstein;Hauenstein;SO;SO11;;
4634;4634 Wisen SO;Wisen SO;SO;SO11;;
4640;4640 Härkingen ST PP 1;Härkingen ST PP 1;SO;SO09;;
4652;4652 Winznau;Winznau;SO;SO12;;
4653;4653 Obergösgen;Obergösgen;SO;SO12;;
4654;4654 Lostorf;Lostorf;SO;SO12;;
4655;4655 Stüsslingen;Stüsslingen;SO;SO06;;
4656;4656 Starrkirch-Wil;Starrkirch-Wil;SO;SO13;;
4657;4657 Dulliken;Dulliken;SO;SO13;;
4658;4658 Däniken SO;Däniken SO;SO;SO14;;
4663;4663 Aarburg;Aarburg;AG;AG01;;
4665;4665 Oftringen;Oftringen;AG;AG02;;
4702;4702 Oensingen;Oensingen;SO;SO10;;
4703;4703 Kestenholz;Kestenholz;SO;SO10;;
4704;4704 Niederbipp;Niederbipp;BE;BE49;;
4710;4710 Balsthal;Balsthal;SO;SO15;;
4712;4712 Laupersdorf;Laupersdorf;SO;SO16;;
4713;4713 Matzendorf;Matzendorf;SO;SO16;;
4714;4714 Aedermannsdorf;Aedermannsdorf;SO;SO16;;
4715;4715 Herbetswil;Herbetswil;SO;SO16;;
4716;4716 Welschenrohr;Welschenrohr;SO;SO16;;
4717;4717 Mümliswil;Mümliswil;SO;SO15;;
4718;4718 Holderbank SO;Holderbank SO;SO;SO15;;
4719;4719 Ramiswil;Ramiswil;SO;SO15;;
4800;4800 Zofingen;Zofingen;AG;AG03;;
4801;4801 Zofingen Ringier AG;Zofingen Ringier AG;AG;AG03;;
4802;4802 Strengelbach;Strengelbach;AG;AG04;;
4803;4803 Vordemwald;Vordemwald;AG;AG04;;
4805;4805 Brittnau;Brittnau;AG;AG04;;
4806;4806 Wikon;Wikon;LU;LU35;;
4807;4807 Zofingen PostFinance;Zofingen PostFinance;AG;AG03;;
4808;4808 Zofingen PostFinance;Zofingen PostFinance;AG;AG03;;
4809;4809 Zofingen Postfinance UBS;Zofingen Postfinance UBS;AG;AG03;;
4810;4810 Zofingen PostFinance GLKB;Zofingen PostFinance GLKB;AG;AG03;;
4812;4812 Mühlethal;Mühlethal;AG;AG03;;
4813;4813 Uerkheim;Uerkheim;AG;AG05;;
4814;4814 Bottenwil;Bottenwil;AG;AG05;;
4852;4852 Rothrist;Rothrist;AG;AG06;;
4853;4853 Murgenthal;Murgenthal;AG;AG06;;
4856;4856 Glashütten;Glashütten;AG;AG06;;
4900;4900 Langenthal;Langenthal;BE;BE50;;
4901;4901 Langenthal;Langenthal;BE;BE50;;
4902;4902 Langenthal 2 Löwenplatz;Langenthal 2 Löwenplatz;BE;BE50;;
4903;4903 Langenthal;Langenthal;BE;BE50;;
4911;4911 Schwarzhäusern;Schwarzhäusern;BE;BE51;;
4912;4912 Aarwangen;Aarwangen;BE;BE51;;
4913;4913 Bannwil;Bannwil;BE;BE46;;
4914;4914 Roggwil BE;Roggwil BE;BE;BE52;;
4915;4915 St. Urban;St. Urban;LU;LU36;;
4916;4916 Untersteckholz;Untersteckholz;BE;BE52;;
4917;4917 Melchnau;Melchnau;BE;BE52;;
4919;4919 Reisiswil;Reisiswil;BE;BE52;;
4922;4922 Bützberg;Bützberg;BE;BE51;;
4923;4923 Wynau;Wynau;BE;BE52;;
4924;4924 Obersteckholz;Obersteckholz;BE;BE52;;
4932;4932 Lotzwil;Lotzwil;BE;BE47;;
4933;4933 Rütschelen;Rütschelen;BE;BE47;;
4934;4934 Madiswil;Madiswil;BE;BE47;;
4935;4935 Leimiswil;Leimiswil;BE;BE47;;
4936;4936 Kleindietwil;Kleindietwil;BE;BE47;;
4937;4937 Ursenbach;Ursenbach;BE;BE47;;
4938;4938 Rohrbach;Rohrbach;BE;BE48;;
4942;4942 Walterswil BE;Walterswil BE;BE;BE47;;
4943;4943 Oeschenbach;Oeschenbach;BE;BE47;;
4944;4944 Auswil;Auswil;BE;BE48;;
4950;4950 Huttwil;Huttwil;BE;BE48;;
4952;4952 Eriswil;Eriswil;BE;BE48;;
4953;4953 Schwarzenbach (Huttwil);Schwarzenbach (Huttwil);BE;BE48;;
4954;4954 Wyssachen;Wyssachen;BE;BE48;;
4955;4955 Gondiswil;Gondiswil;BE;BE52;;
5000;5000 Aarau;Aarau;AG;AG07;;
5001;5001 Aarau 1;Aarau 1;AG;AG07;;
5004;5004 Aarau;Aarau;AG;AG07;;
5010;5010 Däniken Postzentrum;Däniken Postzentrum;SO;SO14;;
5012;5012 Schönenwerd;Schönenwerd;SO;SO14;;
5013;5013 Niedergösgen;Niedergösgen;SO;SO06;;
5014;5014 Gretzenbach;Gretzenbach;SO;SO14;;
5015;5015 Erlinsbach SO;Erlinsbach SO;SO;SO06;;
5016;5016 Obererlinsbach;Obererlinsbach;SO;SO06;;
5017;5017 Barmelweid;Barmelweid;SO;SO06;;
5018;5018 Erlinsbach;Erlinsbach;AG;AG08;;
5022;5022 Rombach;Rombach;AG;AG08;;
5023;5023 Biberstein;Biberstein;AG;AG08;;
5024;5024 Küttigen;Küttigen;AG;AG08;;
5025;5025 Asp;Asp;AG;AG08;;
5026;5026 Densbüren;Densbüren;AG;AG08;;
5027;5027 Herznach;Herznach;AG;AG55;;
5028;5028 Ueken;Ueken;AG;AG55;;
5032;5032 Aarau Rohr;Aarau Rohr;AG;AG09;;
5033;5033 Buchs AG;Buchs AG;AG;AG09;;
5034;5034 Suhr;Suhr;AG;AG10;;
5035;5035 Unterentfelden;Unterentfelden;AG;AG11;;
5036;5036 Oberentfelden;Oberentfelden;AG;AG11;;
5037;5037 Muhen;Muhen;AG;AG12;;
5040;5040 Schöftland;Schöftland;AG;AG12;;
5042;5042 Hirschthal;Hirschthal;AG;AG12;;
5043;5043 Holziken;Holziken;AG;AG05;;
5044;5044 Schlossrued;Schlossrued;AG;AG13;;
5046;5046 Schmiedrued;Schmiedrued;AG;AG13;;
5053;5053 Staffelbach;Staffelbach;AG;AG12;;
5054;5054 Kirchleerau;Kirchleerau;AG;AG12;;
5056;5056 Attelwil;Attelwil;AG;AG12;;
5057;5057 Reitnau;Reitnau;AG;AG12;;
5058;5058 Wiliberg;Wiliberg;AG;AG05;;
5062;5062 Oberhof;Oberhof;AG;AG56;;
5063;5063 Wölflinswil;Wölflinswil;AG;AG56;;
5064;5064 Wittnau;Wittnau;AG;AG56;;
5070;5070 Frick;Frick;AG;AG55;;
5072;5072 Oeschgen;Oeschgen;AG;AG55;;
5073;5073 Gipf-Oberfrick;Gipf-Oberfrick;AG;AG56;;
5074;5074 Eiken;Eiken;AG;AG54;;
5075;5075 Hornussen;Hornussen;AG;AG55;;
5076;5076 Bözen;Bözen;AG;AG55;;
5077;5077 Elfingen;Elfingen;AG;AG55;;
5078;5078 Effingen;Effingen;AG;AG55;;
5079;5079 Zeihen;Zeihen;AG;AG55;;
5080;5080 Laufenburg;Laufenburg;AG;AG57;;
5082;5082 Kaisten;Kaisten;AG;AG57;;
5083;5083 Ittenthal;Ittenthal;AG;AG55;;
5084;5084 Rheinsulz;Rheinsulz;AG;AG57;;
5085;5085 Sulz AG;Sulz AG;AG;AG57;;
5102;5102 Rupperswil;Rupperswil;AG;AG14;;
5103;5103 Wildegg;Wildegg;AG;AG15;;
5105;5105 Auenstein;Auenstein;AG;AG22;;
5106;5106 Veltheim AG;Veltheim AG;AG;AG22;;
5107;5107 Schinznach Dorf;Schinznach Dorf;AG;AG22;;
5108;5108 Oberflachs;Oberflachs;AG;AG22;;
5112;5112 Thalheim AG;Thalheim AG;AG;AG22;;
5113;5113 Holderbank AG;Holderbank AG;AG;AG15;;
5116;5116 Schinznach Bad;Schinznach Bad;AG;AG22;;
5200;5200 Brugg AG;Brugg AG;AG;AG23;;
5201;5201 Brugg AG;Brugg AG;AG;AG23;;
5210;5210 Windisch;Windisch;AG;AG24;;
5212;5212 Hausen AG;Hausen AG;AG;AG24;;
5213;5213 Villnachern;Villnachern;AG;AG22;;
5222;5222 Umiken;Umiken;AG;AG25;;
5223;5223 Riniken;Riniken;AG;AG25;;
5224;5224 Unterbözberg;Unterbözberg;AG;AG25;;
5225;5225 Bözberg;Bözberg;AG;AG25;;
5232;5232 Villigen PSI;Villigen PSI;AG;AG25;;
5233;5233 Stilli;Stilli;AG;AG25;;
5234;5234 Villigen;Villigen;AG;AG25;;
5235;5235 Rüfenach AG;Rüfenach AG;AG;AG25;;
5236;5236 Remigen;Remigen;AG;AG25;;
5237;5237 Mönthal;Mönthal;AG;AG25;;
5242;5242 Birr;Birr;AG;AG26;;
5243;5243 Mülligen;Mülligen;AG;AG26;;
5244;5244 Birrhard;Birrhard;AG;AG26;;
5245;5245 Habsburg;Habsburg;AG;AG26;;
5246;5246 Scherz;Scherz;AG;AG26;;
5272;5272 Gansingen;Gansingen;AG;AG57;;
5273;5273 Oberhofen AG;Oberhofen AG;AG;AG57;;
5274;5274 Mettau;Mettau;AG;AG57;;
